id,director,actors
90061,[],[]
263946,['Philip Martin'],['Helen Mirren']
84334,['Malik Bendjelloul'],['Dennis Coffey']
77883,['Ole Bornedal'],['Jeffrey Dean Morgan']
127521,['Ernie Barbarash'],['Jean-Claude Van Damme']
119698,['Sid Bennett'],['Natasha Loring']
48034,['Guillaume Canet'],['François Cluzet']
110491,['Cory Shiozaki'],['Scott Sutton']
79694,['Todd Lincoln '],['Ashley Greene']
83540,['Carol Morley'],['Zawe Ashton']
108762,['Aleksi Mäkelä'],['Samuli Edelmann']
376394,['Christopher Sykes'],['Jaromir Astl']
263947,['Tom Hooper'],['Helen Mirren']
215999,['John Madden'],['Helen Mirren']
134012,['Nikos Nikolaidis'],['Vicky Harris']
191402,[],[]
83403,['Josh Stolberg'],['Pamela Adlon']
239368,[],[]
39369,['Jackie Oudney'],['Eric Cantona']
12677,['Koldo Serra'],['Gary Oldman']
79034,['Jacques Fieschi'],['Nathalie Baye']
27349,['Philip Kaufman'],['Cliff Robertson']
40629,[],['Eric Idle']
67429,['William Klein'],['André Dussollier']
83660,"['Joe Berlinger', 'Bruce Sinofsky']",['Jason Baldwin']
84174,['Leslye Headland'],['Kirsten Dunst']
83686,"['Brian Klugman', 'Lee Sternthal']",['Bradley Cooper']
84344,['Mads Matthiesen'],['Kim Kold']
53336,['Ralph Nelson'],['Jackie Gleason']
35623,['Dror Zahavi'],['Shredi Jabarin']
86785,['Francesco Rosi'],['José Gómez Sevillano']
27146,['William Klein'],['Delphine Seyrig']
189472,['Manuel Iborra'],['Silvia Abascal']
114150,['Jason Moore'],['Anna Kendrick']
77948,['Mabrouk El Mechri'],['Henry Cavill']
84281,['Todd Louiso'],['Melanie Lynskey']
46493,['Mikio Naruse'],['Kinuyo Tanaka']
112090,"['Jamie Bradshaw', 'Aleksandr Dulerayn']",['Ed Stoppard']
85341,['Burt Kennedy'],['Robert Conrad']
37661,['Charles Martin Smith'],['Patrick Swayze']
130458,['Camila Guzmán Urzúa'],[]
89708,['Ron Fricke'],['Marcos Luna']
67166,['Chris Bailey'],['Wayne Allwine']
59967,['Rian Johnson'],['Joseph Gordon-Levitt']
84188,['Craig Zobel'],['Ann Dowd']
122080,['Brillante Mendoza'],['Nora Aunor']
87428,['Sean Anders'],['Adam Sandler']
26505,['Luc Besson'],['Freddie Highmore']
15895,['James Sbardellati'],['Rick Hill']
28218,['Jim Wynorski'],['John Terlesky']
97795,['Carles Torrens'],['Kai Lennox']
70808,['Sebastian Dehnhardt'],['Vitali Klitschko']
81215,['Alrick Brown'],['Cleophas Kabasita']
94108,['Raffaello Matarazzo'],['Yvonne Sanson']
71827,"['Yukio Mishima', 'Masaki Dômoto']",['Yukio Mishima']
149145,['Philippe Garrel'],['Jean Seberg']
126278,['Pere Portabella'],['Christopher Lee']
84329,['Jake Schreier'],['Frank Langella']
122492,"['Jukka Kärkkäinen', 'Jani-Petteri Passi']",['Pertti Kurikka']
77461,['Nadine Labaki'],['Claude Msawbaa']
84169,['Alison Klayman'],['Ai Weiwei']
24421,['Peter A. Dowling'],['Scott Adkins']
82510,[],['Mario Diaz']
117408,['Roberto Rossellini'],['Marcello Di Falco']
61854,[],[]
96973,['Dennis Lee'],['Michael Sheen']
16640,[],['Larry Bagby']
71679,['Paul W.S. Anderson'],['Milla Jovovich']
87825,['Robert Lorenz'],['Clint Eastwood']
88075,['Robert Stevenson'],['Joseph Cotten']
89455,['Fernando Meirelles'],['Rachel Weisz']
148857,['Marcus Lenz'],['Christoph Bach']
157903,['John Ford'],['Harry Carey']
43599,['Roy Del Ruth'],['Warren William']
70090,['Sacha Guitry'],['Jean-Louis Barrault']
74103,['Olaf Saumer'],['Klaus Dieter Bange']
84347,['Joe Berlinger'],['Paul Simon']
100529,['Daryl Wein'],['Greta Gerwig']
68722,['Paul Thomas Anderson'],['Joaquin Phoenix']
85339,['Burt Kennedy'],['Robert Conrad']
191600,['Frank Martin'],['Robert Mitchum']
49049,['Pete Travis'],['Karl Urban']
179251,['Rouben Mamoulian'],['Anna Sten']
137145,"['Levan Bakhia', 'Beqa Jguburia']",['Scout Taylor-Compton']
60599,['Nicholas Jarecki'],['Richard Gere']
98369,['Steve Taylor'],['Marshall Allman']
20069,['Giovanni Veronesi'],['Monica Bellucci']
42399,['Pupi Avati'],['Diego Abatantuono']
129535,['Frank Woodruff'],['Kay Francis']
84190,"['Heidi Ewing', 'Rachel Grady']",[]
78464,['Akan Satayev'],['Berik Aitzhanov']
97933,['Adam Smith'],['The Chemical Brothers']
106124,"['Jiří Menzel', 'Věra Chytilová', 'Jaromil Jireš', 'Jan Němec', 'Evald Schorm']",['Ferdinand Krůta']
53909,"['Zafar Hai', 'M.R. Shahjahan']",['Naseeruddin Shah']
64454,['Peter Fleischmann'],['Helmut Griem']
4822,['Vincente Minnelli'],['Howard Keel']
55723,['Robert Hall'],['Brian Austin Green']
67441,['Helvio Soto'],['Bibi Andersson']
48654,[],['Griff Rhys Jones']
19823,['Jeff Beesley'],['Christian Slater']
112973,['Paul Tassie'],['Joe Flaherty']
38091,['Mateo Gil'],['Eduardo Noriega']
122930,['Jesse Baget'],['Gina Gershon']
128280,['Gregory McQualter'],['Byron J. Brochmann']
77016,['David Ayer'],['Jake Gyllenhaal']
52432,['Rouben Mamoulian'],['Irene Dunne']
84348,"['Joe Swanberg', 'Matt Bettinelli-Olpin', 'Glenn McQuaid', 'Ti West', 'Adam Wingard', 'David Bruckner', 'Tyler Gillett', 'Justin Martinez', 'Chad Villella', 'Radio Silence']",['Calvin Lee Reeder']
47059,['Frederick Wiseman'],[]
47462,['Bill Marchant'],['Katherine Billings']
84892,['Stephen Chbosky'],['Logan Lerman']
103663,['Thomas Vinterberg'],['Mads Mikkelsen']
103328,['Leos Carax'],['Eva Mendes']
111174,"['Ricki Stern', 'Anne Sundberg']",['Tim Wakefield']
115712,['Hafsteinn Gunnar Sigurðsson'],['Sveinn Ólafur Gunnarsson']
52767,['Rafi Pitts'],['Rafi Pitts']
91911,['Leslie Zemeckis'],['Bud Abbott']
102784,['Afonso Poyart'],['Fernando Alves Pinto']
88036,['Salim Akil'],['Whitney Houston']
68663,"['George Augusto', 'Savina Dellicour']",['Kathy Bates']
51996,['Jill Sprecher'],['Greg Kinnear']
75638,['Rodrigo Cortés'],['Sigourney Weaver']
81830,[],['Sylvester Stallone']
82675,['Olivier Megaton'],['Liam Neeson']
82390,['Lee Daniels'],['Zac Efron']
101803,['Paul Joyce'],['Sam Peckinpah']
83589,"['Will Lovelace', 'Dylan Southern']",['James Murphy']
38719,['Alexander Korda'],['Douglas Fairbanks']
76703,['Sacha Guitry'],['Sacha Guitry']
97310,['Jai Al-attas'],['Tim Armstrong']
17165,['Noriyuki Abe'],['Fumiko Orikasa']
223195,['David Hinton'],['Christopher Plummer']
270372,"['Peter Rinaldi', 'Heidi Elise Beaver', 'Dean Kavanagh', 'Rouzbeh Rashidi', 'Roy Rezaali', 'Kate Shults', 'Christopher Michael Beer']",['George Val Beer']
148408,['Ermanno Olmi'],['Giovanna Claudia Mongino']
255948,['Naomi Kawase'],['Jun Murakami']
128203,['Mika Kaurismäki'],['Vesa-Matti Loiri']
88273,['Nikolaj Arcel'],['Mads Mikkelsen']
82505,['Mark Tonderai'],['Jennifer Lawrence']
128564,"[""Kevin O'Neill""]",['Jena Sims']
5422,"[""Joe D'Amato""]",['Laura Gemser']
86703,['Christopher Ray'],['Carmen Electra']
83670,['Ida Lupino'],['Claire Trevor']
127700,['Jason Michael Brescia'],['Rob Steinhauser']
42203,['Rainer Werner Fassbinder'],['Dirk Bogarde']
45397,"['Johnnie To', 'Wai Ka-Fai']",['Sammi Cheng']
126509,"['John Sullivan', ""Dinesh D'Souza""]",[]
77462,['Rémi Bezançon'],['Louise Bourgoin']
85735,['Frédéric Beigbeder'],['Louise Bourgoin']
91913,['Rúnar Rúnarsson'],['Theodór Júlíusson']
83801,['Vincent Garenq'],['Philippe Torreton']
79172,"['Mathieu Roy', 'Harold Crooks']",['Stephen Hawking']
104557,['Edward Sedgwick'],['Buster Keaton']
64071,['Lee Sholem'],['Charles Drake']
168217,['John Ford'],['Jay Hunt']
86597,['Pascal Laugier'],['Jessica Biel']
110160,['Xavier Dolan'],['Melvil Poupaud']
101731,['Rob Reiner'],['Morgan Freeman']
74830,['Joshua Leonard'],['Alia Shawkat']
82096,['Richard Boleslawski'],['Greta Garbo']
80271,['Lisa Azuelos'],['Miley Cyrus']
64897,['Jean Grémillon'],['Jean Gabin']
105348,['Jan Němec'],['Ivan Vyskočil']
110146,['Wayne Blair'],"[""Chris O'Dowd""]"
142585,['Lamont Johnson'],['Hal Holbrook']
84342,"['Ice-T', 'Andy Baybutt']",['Ice-T']
15936,['Hart Bochner'],['Dylan Walsh']
104306,['Evald Schorm'],['Jana Brejchová']
75318,[],[]
97365,['Jacques Audiard'],['Marion Cotillard']
131360,['John Ford'],['Nancy Nash']
124597,['Kazui Nihonmatsu'],['Keisuke Sonoi']
42628,['Hajime Sato'],['Teruo Yoshida']
124423,['Hiroshi Matsuno'],['Yasunori Irikawa']
81678,['Arthur Crabtree'],['Phyllis Calvert']
41996,['Leslie Arliss'],['Margaret Lockwood']
103640,['Habib Faisal'],['Arjun Kapoor']
10089,['Charles Band'],['David Weidoff']
123359,['Adrián García Bogliano'],['Francisco Barreiro']
84577,['Kevin Carraway'],['Val Kilmer']
70667,"['Joachim Rønning', 'Espen Sandberg']",['Pål Sverre Hagen']
101267,"['Dan Cutforth', 'Jane Lipsitz']",['Katy Perry']
130717,['Pál Fejős'],['Glenn Tryon']
57230,"['Georgiy Kropachyov', 'Konstantin Ershov']",['Leonid Kuravlyov']
43687,['Alexander Korda'],['Douglas Fairbanks Jr.']
134738,['James Ivory'],['Christopher Walken']
71720,['Toshio Masuda'],['Yûjirô Ishihara']
135312,['Peter Jones'],['Angela Lansbury']
170263,['Jörn Donner'],['Ingmar Bergman']
197726,['Kevin Brownlow'],['Kenneth Branagh']
100085,"['Marta Arribas', 'Ana Pérez']",['Josefina Cembrero']
370044,['J. Stuart Blackton'],[]
76960,[],[]
273029,[],[]
53898,['Henry Jaglom'],['Tuesday Weld']
77269,['Gary Hustwit'],[]
112678,[],[]
170517,['Gene Nelson'],['Roddy McDowall']
110336,['Herbert L. Strock'],['Susan Harrison']
91250,"['Christopher Bird', 'Kevin Brownlow']",['Merian C. Cooper']
131671,['Richard Schickel'],['Eli Wallach']
262243,['David Heeley'],['Julie Garfield']
537,['Stéphane Brizé'],['Patrick Chesnais']
84180,['Marshall Lewy'],['Robert Carlyle']
47405,['Petter Næss'],['Marcus Mathias Aarnseth']
135547,['Gilbert Lukalia'],['Telley Savalas Otieno']
90125,['Kevin Macdonald'],['Bob Marley']
62214,['Tim Burton'],['Charlie Tahan']
15004,['Daniel Farrands'],['Diane Almeida']
61372,"['Jerry Seinfeld', 'John Moffitt']",['Colin Quinn']
151232,['Henri Verneuil'],['Richard Berry']
161456,['Arto Halonen'],['Esko Aho']
82507,['Scott Derrickson'],['Ethan Hawke']
288121,['Charles Kiselyak'],[]
197733,['Hugh Munro Neely'],[]
92171,['Michael Matessino'],['John Carpenter']
13830,"['Cess Silvera', 'Lyndale V. Pettus', 'Adam Doench']",['Ky-Mani Marley']
64291,['Basil Dearden'],['Nigel Patrick']
38753,['Mitch Glazer'],['Megan Fox']
102639,['Dustin Lance Black'],['Jennifer Connelly']
76492,['Genndy Tartakovsky'],['Adam Sandler']
207459,['Chiara Clemente'],['Ghada Amer']
110354,['Christopher Kenneally'],['Keanu Reeves']
69778,"['Alex Gregory', 'Peter Huyck']",['Jason Sudeikis']
196738,['David Naylor'],['William Bassett']
283101,['Frederick Baker'],['John Hurt']
288421,['St. Claire Bourne'],['Danny Aiello']
292547,"['Shari Springer Berman', 'Robert Pulcini']",[]
16387,['Gordon Flemyng'],['Peter Cushing']
97683,['Matthew Lillard'],['Dylan Arnold']
33390,['Louis King'],['Warner Oland']
33391,['Eugene Forde'],['Warner Oland']
39062,['Joe Roth'],['Patrick Dempsey']
109600,['James Ivory'],['Shashi Kapoor']
49971,['Alfonso Cuarón'],['Daniel Giménez Cacho']
40709,['Andrey Malyukov'],['Danila Kozlovsky']
48202,['Roger Corman'],['Antony Carbone']
71723,['Seijun Suzuki'],['Michitaro Mizushima']
34078,['Alex Nicol'],['John Hudson']
30953,"['Michel Gondry', 'Spike Jonze', 'Danny Cannon', 'Paul White', 'Sophie Muller', 'Chris Cunningham', 'Eiko Ishioka', 'lynn fox', 'John Kricfalusi', 'Alexander McQueen', 'Jean-Baptiste Mondino', 'Nick Knight', 'Vinoodh Matadin', 'Stephanie Sednaoui', 'Inez van Lamsweerde']",['Björk']
35253,"['Chris Lavis', 'Maciek Szczerbowski']",['Laurie Maher']
68734,['Ben Affleck'],['Ben Affleck']
86838,['Martin McDonagh'],['Colin Farrell']
84317,['Ry Russo-Young'],['Dylan McDermott']
79697,['Jim Field Smith'],['Hugh Jackman']
134371,['John Putch'],['Samantha Mathis']
109843,['Ben Drew'],['Riz Ahmed']
84306,['Josh Radnor'],['Josh Radnor']
40075,"[""Joe D'Amato""]","[""Miles O'Keeffe""]"
80059,['Lars Molin'],['Mona Malm']
39779,['Michael Gordon'],['Lana Turner']
340543,['Gene Feldman'],[]
86726,['Kevin Tostado'],['Zachary Levi']
116463,['Griff Furst'],['Edward Furlong']
38280,['Steve Barron'],['Octavio Gómez Berríos']
99579,['Benoît Jacquot'],['Diane Kruger']
72391,['Michael Damian'],['Travis Turner']
84284,['Eugene Jarecki'],['Eugene Jarecki']
84351,['Amy Berg'],['Jason Baldwin']
18112,['Stefan Forbes'],['Tom DeLay']
105210,['Hideki Takeuchi'],['Hiroshi Abe']
78604,['Markus Schleinzer'],['Michael Fuith']
57722,"['D.A. Pennebaker', 'Chris Hegedus']",[]
131837,['Edward Dmytryk'],['Maximilian Schell']
89723,['Allan Dwan'],['Jimmy Ritz']
57089,['Mike Disa'],['Hayden Panettiere']
95503,['Koreyoshi Kurahara'],['Ruriko Asaoka']
49250,"['Amber Benson', 'Adam Busch']",['Jonathan M. Woodward']
75736,['Aaron Harvey'],['Bruce Willis']
202973,['Corey Allen'],['William Conrad']
27543,['Cy Endfield'],['Frank Lovejoy']
122928,['Jay Anania'],['James Franco']
108512,['Nagisa Ōshima'],['Kazuhiko Kato']
149190,['Raffaello Matarazzo'],['Yvonne Sanson']
45000,['Marcel Carné'],['Arletty']
50950,['Vilgot Sjöman'],['Ingmar Bergman']
288105,['Richard Schickel'],[]
288413,['John R. Cherry III'],[]
98303,['Robert Mandel'],['Mia Farrow']
55327,['Hasko Baumann'],"[""Dan O'Bannon""]"
32904,['Gerard Johnson'],['Peter Ferdinando']
82642,['Jeremy Seifert'],['Jeremy Seifert']
50845,['Bertrand Blier'],['Jean Dujardin']
95508,['Koreyoshi Kurahara'],['Tamio Kawaji']
91122,['Becky Smith'],['Hallee Hirsh']
84286,['David France'],['Larry Kramer']
80280,['Paco Plaza'],['Leticia Dolera']
110525,['Archie Mayo'],['Don Ameche']
117691,['Anurag Kashyap'],['Manoj Bajpayee']
122804,['Sean Stone'],['Oliver Stone']
27480,['Glendyn Ivin'],['Hugo Weaving']
82618,['Patricia Riggen'],['Eva Mendes']
99770,['Laurent Tirard'],['Gérard Depardieu']
72479,['King Vidor'],['Richard Todd']
106016,['Robert Stevenson'],['Robert Mitchum']
116167,['Michael Apted'],[]
292975,[],[]
43172,['Allan Dwan'],['Kay Kyser']
60985,['Vicente Aranda'],['Ana Belén']
49846,['Robert Favreau'],['Luc Picard']
97690,['Brian Knappenberger'],['Anon2World']
135368,['Darren Lynn Bousman'],['Stephen Moyer']
82485,['Antonio Negret'],['Diora Baird']
9736,['Jean Becker'],['Albert Dupontel']
82990,"['Henry Joost', 'Ariel Schulman']",['Katie Featherston']
135161,['Leszek Dawid'],['Marcin Kowalczyk']
59897,['Hy Averback'],['Lynn-Holly Johnson']
99650,['Rune Schjøtt'],['Lukas Schwarz Thorsteinsson']
121823,['Stephen Fung'],['Stanley Fung']
66893,['Raffaello Matarazzo'],['Amedeo Nazzari']
42712,['Kazui Nihonmatsu'],['Toshiya Wazaki']
98066,['Jay Chandrasekhar'],['Paul Schneider']
86759,['Victor Salva'],['Rose McGowan']
71261,['Mitsuru Meike'],['Emi Kuroda']
6078,['Joseph McGrath'],['John Cleese']
75244,['Justin Hardy'],['Christopher Lee']
48770,['Esmé Lammers'],['Aaron Taylor-Johnson']
94104,['Jordan Roberts'],['Charlie Hunnam']
94348,['Rob Cohen'],['Tyler Perry']
84172,['Mads Brügger'],['Mads Brügger']
83542,"['Tom Tykwer', 'Lilly Wachowski', 'Lana Wachowski']",['Tom Hanks']
171961,"['Mike Kaplan', 'John Dorr']",[]
72867,['Javier Soto'],['Guillermo del Toro']
288122,['Bruce Ricker'],[]
17216,['Ariel Vromen'],['Eric Balfour']
108901,['Charlie Russell'],['Terry Pratchett']
105942,['Phillip Montgomery'],['Noam Chomsky']
85741,['Ismaël Ferroukhi'],['Tahar Rahim']
133557,['Julian Jarrold'],['Toby Jones']
91030,['Marten Persiel'],['David Nathan']
89638,['Paul Sen'],['Steve Jobs']
17375,['Billy Samoa Saleebey'],['Sanoe Lake']
61012,['Michael J. Bassett'],['Adelaide Clemens']
288193,['Tom Thurman'],['Ned Beatty']
288037,"['Yuji Moriyama', 'Hiroshi Ishiodori']",[]
27420,['Herb Freed'],['Christopher George']
26233,"['Phil Flores', 'Mitchell Altieri']",['Taylor Cole']
24863,['Don Hartman'],['Janet Leigh']
43937,['Jon Gunn'],['Mira Sorvino']
149763,['Marc Rothemund'],['Wotan Wilke Möhring']
86983,['Simon Kaijser'],['Mikael Persbrandt']
41530,['Per Fly'],['Michael Nyqvist']
61997,['Paul Davis'],['Paul Davis']
164753,[],[]
37635,['Roy Rowland'],['Barbara Stanwyck']
174946,['Jerome Storm'],['Charles Ray']
72245,['Zhang Meng'],['Wang Qian-Yuan']
128158,['Atiq Rahimi'],['Golshifteh Farahani']
43761,['Dariush Mehrjui'],['Ezzatolah Entezami']
82684,"['Curtis Hanson', 'Michael Apted']",['Gerard Butler']
117266,['Joseph Garner'],['Kristos Andrews']
87826,['Frank Coraci'],['Salma Hayek']
262988,['Richard Schickel'],['Samuel Fuller']
181628,[],[]
288298,['Gösta Werner'],[]
51911,['Mark L. Lester'],['Andrew McCarthy']
127756,['Mark L. Lester'],['Eric Roberts']
126797,['P.J. Hogan'],['Liev Schreiber']
64689,['Andrew Dominik'],['Brad Pitt']
84287,['Bart Layton'],['Frédéric Bourdin']
84318,['Marius Markevicius'],['Greg Speirs']
113947,['Ben Lewin'],['John Hawkes']
288117,['Joe Anderson'],[]
288295,['Carole Langer'],[]
288284,[],[]
56558,['Henry King'],['Claudette Colbert']
88912,['John Cassavetes'],['Judy Garland']
39814,['Lawrence Gough'],['Shahid Ahmed']
65049,['William A. Graham'],['James Caan']
80048,['James Westby'],['Katie O’Grady']
128248,['Lenny Abrahamson'],['Jack Reynor']
128639,['John Asher'],['Gil Bernardy']
71730,['Mark Joffe'],['Nicole Kidman']
84341,['James Ponsoldt'],['Mary Elizabeth Winstead']
24385,['Brant Sersen'],['Thomas Middleditch']
13078,['David Ross'],['John Leguizamo']
172474,['Jim Finn'],['Jung Yoon Lee']
82690,['Rich Moore'],['John C. Reilly']
47878,['Hal Ashby'],['Jon Voight']
27058,['Gustavo Graef-Marino'],['Peter Weller']
82663,['Lawrence Gordon Clark'],['Rob Lowe']
82693,['David O. Russell'],['Bradley Cooper']
87502,['Robert Zemeckis'],['Denzel Washington']
84170,"['Emad Burnat', 'Guy Davidi']",['Emad Burnat']
96724,['Joe Wright'],['Keira Knightley']
87827,['Ang Lee'],['Suraj Sharma']
74545,['John Paddy Carstairs'],['George Sanders']
84226,['Douglas Aarniokoski'],['Shawn Ashmore']
132185,['Don Argott'],[]
97430,['RZA'],['Russell Crowe']
85544,['Milagros Mumenthaler'],['María Canale']
288438,['Pat Shields'],[]
84194,['Richard Bates Jr.'],['AnnaLynne McCord']
125623,['Lorraine Lévy'],['Emmanuelle Devos']
118957,['Kimble Rendall'],['Sharni Vinson']
46429,['Andrew Goth'],['Wesley Snipes']
45961,[],['Jake Hoffman']
119639,['Larry Shaw'],['Joanna Kerns']
26405,['Ted Kotcheff'],['Gary Bond']
82631,['Daniel Barnz'],['Viola Davis']
123105,['Barry Levinson'],['Kristen Connolly']
102640,['Nancy Savoca'],['Mira Sorvino']
133458,['Lasse Hallström'],['Tobias Zilliacus']
138122,['Karan Johar'],['Sidharth Malhotra']
84308,['David Trueba'],['María Valverde']
35683,['Keith Samples'],['Kristen Miller']
286267,"['Nyrki Tapiovaara', 'Hugo Hytönen']",['Gunnar Hiilloskorpi']
135647,['Jacob Aaron Estes'],['Tobey Maguire']
105531,['Bradley Rust Gray'],['Juno Temple']
121879,['Yaron Zilberman'],['Philip Seymour Hoffman']
13391,['Fumihiko Sori'],['Meisa Kuroki']
79070,['Frédéric Jardin'],['Tomer Sisley']
110540,['Philip Moeller'],['Irene Dunne']
24617,['Bill Corcoran'],['Sharon Lawrence']
63957,['Paul Ziller'],['Kaitlyn Burke']
34004,['Tor Ramsey'],['Tom Savini']
77878,['Luc Besson'],['Michelle Yeoh']
32694,['Eric Idle'],['Eric Idle']
88564,['Sergey Bondarchuk'],['Sergey Bondarchuk']
14720,['Maïwenn'],['Jeanne Balibar']
19139,['Andrew Morahan'],['Kuno Becker']
127493,['Simon West'],['Nicolas Cage']
86837,['Michael Haneke'],['Emmanuelle Riva']
109516,['Daniel Raim'],['Robert F. Boyle']
98631,['Sion Sono'],['Shota Sometani']
95808,['Katie Dellamaggiore'],['John Galvin']
62580,['Daniel Auteuil'],['Daniel Auteuil']
20528,['Hiroshi Inagaki'],['Toshirō Mifune']
38030,['Wong Ching-Po'],['Andy Lau']
73646,['John Ketcham'],['Estella Warren']
40343,['William Fruet'],['Brenda Vaccaro']
42939,['Ulli Lommel'],['Victoria Ullmann']
65851,['Jeff Tremaine'],['Johnny Knoxville']
19794,['Lara Shapiro'],['Lindsay Lohan']
114606,['Matthias Hoene'],['Michelle Ryan']
84166,['Matt Ross'],['Chris Messina']
52001,['Ciaran Foy'],['James Cosmo']
121602,['Hur Jin-Ho  '],['Jang Dong-gun']
58790,['Richard Jefferies'],['James Earl Jones']
78049,['Roel Reiné'],['Victor Webster']
12594,['Jack Sholder'],['Andrew Divoff']
80215,"['Lisanne Pajot', 'James Swirsky']",['Jonathan Blow']
123025,['Jay Oliva'],['Peter Weller']
121793,['Costa-Gavras'],['Gad Elmaleh']
43652,['Peter Timm'],['Felicitas Woll']
56928,['Keith Bearden'],['Kim Cattrall']
82911,['Michael Stevens'],['Laurence Fishburne']
149586,['Terry Benedict'],['Desmond T. Doss']
45585,['Olias Barco'],['Aurélien Recoing']
72976,['Steven Spielberg'],['Daniel Day-Lewis']
135708,['Todd Rohal'],['Patton Oswalt']
137429,['William Keighley'],['Aline MacMahon']
53354,"['Caroline du Potet', 'Éric du Potet']",['Anne Parillaud']
68280,['Jérôme Le Gris'],['Clovis Cornillac']
110253,['King Vidor'],['Lillian Gish']
132961,['Robert Altman'],['Eric Bogosian']
73935,['Amy Heckerling'],['Alicia Silverstone']
37343,['Quentin Lawrence'],['Peter Cushing']
126056,['Cosmo Jarvis'],[]
91549,['Mary Harron'],['Sarah Bolger']
144271,['Veronica Kedar'],['Veronica Kedar']
84288,['Kirby Dick'],['Kori Cioca']
135718,['Umesh Shukla'],['Paresh Rawal']
51956,['Stuart Hagmann'],['Bruce Davison']
50620,['Bill Condon'],['Kristen Stewart']
105586,['Alex Rotaru'],[]
120676,['Frank Borzage'],['Eleanor Boardman']
82099,['Jim Fall'],['Bonnie Somerville']
16276,['Jérôme Cornuau'],['Clovis Cornillac']
63172,"['Alain Resnais', 'Jacques Doillon', 'Jean Rouch']",['Véronique Alain']
59517,['Stephen Frears'],['Ian McKellen']
58547,['Jamie Linden'],['Kate Mara']
84323,['Michael Walker'],['Parker Posey']
60747,['Dan Bradley'],['Chris Hemsworth']
85878,['Tom Lin'],['Xu Jiao']
81188,['Peter Ramsey'],['Chris Pine']
45314,['Stanley Kubrick'],['Don Hollenbeck']
59434,['Gilles Grangier'],['Jean Gabin']
25746,['Yôji Yamada'],['Mirai Shida']
49363,['Hiroshi Inagaki'],['Toshirō Mifune']
108282,['George McCowan'],['Ralph Bellamy']
156180,['João Jardim'],['Ângelo Antônio']
13678,['Nicolas Vanier'],['Norman Winther']
62012,['Guillaume Nicloux'],['Jean-Pierre Darroussin']
13728,['Albert Dupontel'],['Albert Dupontel']
101519,"['Crispian Mills', 'Chris Hopewell']",['Simon Pegg']
22969,['William K. Howard'],['Flora Robson']
50675,['William Dieterle'],['Bette Davis']
32070,['Robert Aldrich'],['Jack Palance']
114958,['Johannes Roberts'],['Noel Clarke']
338853,[],[]
97614,['Stefan Ruzowitzky'],['Eric Bana']
16277,['Jean-Paul Lilienfeld'],['Isabelle Adjani']
98536,['William A. Wellman'],['Barbara Stanwyck']
245984,['Ray Enright'],['Dick Powell']
190407,['Robert Z. Leonard'],['Red Skelton']
83098,['Henry Koster'],['Kathryn Grayson']
185147,['Arthur Dreifuss'],['Patrick McGoohan']
129609,['Masato Harada'],['Koji Yakusho']
288111,[],['Éric Rohmer']
288146,['Guy Maddin'],[]
217724,['Babette Mangolte'],['Marika Green']
30998,['David Hugh Jones'],['Ben Kingsley']
43363,['Mervyn LeRoy'],['Kathryn Grayson']
51389,"['Buster Keaton', 'Roy Rowland', 'Edward Sedgwick']",['Red Skelton']
249264,['Jack Donohue'],['Red Skelton']
84326,['Lise Birk Pedersen'],['Oleg Kashin']
16016,"['Kresten Vestbjerg Andersen', 'Thorbjørn Christoffersen']",['Casper Christensen']
102780,['Neil Jordan'],['Saoirse Ronan']
112136,['Steven Kampmann'],['Daniel Raymont']
91930,['Anne Renton'],['Kathleen Turner']
119431,['Stewart Hendler'],['Tom Green']
85446,['Scott Speer'],['Kathryn McCormick']
89702,['Jack Donohue'],['Red Skelton']
62069,['Tova Magnusson'],['Björn Kjellman']
70584,['Víctor García'],['Steven Brand']
135313,['Jeff Kurtti'],['Rudy Behlmer']
288293,['Yuji Moriyama'],[]
285594,['Austin Jack Lynch'],[]
94480,['William Berke'],['Robert Loggia']
24409,['Rolfe Kanefsky'],['Tiffany Shepis']
62720,['Peter Godfrey'],['Errol Flynn']
75204,['Stobe Harju'],['Marianne Farley']
48161,['Erik Skjoldbjærg'],['Tov Sletta']
328712,"['Marco De Angelis', 'Antonio Di Trapani']",['Haruhiko Yamanouchi']
114490,['Billy Corben'],['Craig C. DeThomasis']
288292,['Dave Kehr'],[]
288296,['Carlos Rodríguez'],['Víctor Erice']
238397,['Jack Haley Jr.'],[]
82781,['James Naughton'],['Paul Newman']
144784,['Gregory La Cava'],['Constance Bennett']
82685,['Marshall Cook'],['Andy Dick']
38716,['Allan Dwan'],['Shirley Temple']
130002,['Ken Burns'],['Keith David']
53778,['Mitch Schultz'],['Joe Rogan']
104859,['Dylan C. Brown'],['Snoop Dogg']
80440,['Philippe Garrel'],['Monica Bellucci']
185934,['Richard Wallace'],['Shirley Temple']
229610,['Richard Wallace'],['Shirley Temple']
31621,['Harry Lachman'],['Shirley Temple']
119916,['John Gorrie'],[]
18666,['Lo Wei'],['Jackie Chan']
46111,['Lo Wei'],['Jackie Chan']
40829,['Chen Chi-Hwa'],['Jackie Chan']
46114,['Chen Chi-Hwa'],['Jackie Chan']
4311,['Costa-Gavras'],['Jacques Perrin']
33360,"['Georges Lautner', 'Michel Audiard']",['Lino Ventura']
10792,['Jean-Jacques Annaud'],['Patrick Dewaere']
